freq,ipc,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 
A,CTE,P_MACT,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.251 	0.589 	1.492 	2.722 	5.018 	3.911 	2.51 	4.652 	4.792 	2.679 	6.52 	6.882 	7.797 	7.236 	8.822 	9.993 	6.93 	7.222 p
A,CTE,P_MACT,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.559 	0.541 	3.003 	2.293 	5.249 	7.823 	10.289 	15.527 	13.249 	17.546 	16.953 	9.239 	14.502 	9.54 	14.422 	9.03 	18.301 	14.907 	19.162 	29.864 	14.252 	15.591 p
A,CTE,P_MACT,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.469 	: 	5.061 	: 	5.568 	3.673 	2.065 	1.84 	: 	: 	: 
A,CTE,P_MACT,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.087 	2.815 	3.348 	3.195 	3.421 	4.876 	4.971 	6.331 	6.959 	7.718 	8.716 	8.278 	8.68 	7.719 	7.83 	7.534 	5.952 	5.977 	5.725 	5.652 	3.964 p
A,CTE,P_MACT,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.066 	: 	: 	: 	: 	0.511 	: 	: 	0.66 	: 	: 	1.35 	1.902 	0.682 p
A,CTE,P_MACT,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.931 	23.041 	5.672 	13.797 	12.547 	15.865 	: 	10.277 	31.55 	19.695 	19.531 	4.868 	10.193 	12.363 	16.948 	8.464 	11.053 	7.883 p
A,CTE,P_MACT,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.85 	0.451 	: 	1.749 	0.227 	1.657 	0.973 	2.183 	1.972 p
A,CTE,P_MACT,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.266 	: 	: 	: 	: 	1.987 	5.931 	3.914 	: 	: 	: 	: 
A,CTE,P_MACT,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.044 	23.547 	26.02 	32.771 	40.199 	48.921 	57.04 	70.651 	94.645 	122.663 	79.383 	48.167 	48.622 	40.191 	36.527 	32.778 	30.344 	34.073 	25.198 	25.96 	22.533 	23.783 p
A,CTE,P_MACT,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.131 	13.713 	13.488 	18.523 	14.693 	11.953 	11.204 	9.762 	8.917 	10.139 	8.223 	11.967 	14.276 	9.182 p
A,CTE,P_MACT,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.015 	0.019 	0.014 	0.058 	0.062 	0.159 	0.295 	0.47 	1.004 	0.599 	0.884 	0.762 	1.219 	1.496 	1.329 	1.443 	1.928 p
A,CTE,P_MACT,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.224 	0.204 	: 	: 	: 	: 	0.324 	0.064 	0.284 	0.372 	0.411 	0.82 	0.608 	4.78 	3.582 	3.752 	1.991 	0.902 	1.08 	1.997 	1.208 	1.361 p
A,CTE,P_MACT,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.086 	: 	: 	: 	0.087 	0.064 	0.134 	0.169 	: 	0.2 	0.811 	0.865 	0.777 	0.339 	0.254 	0.398 	0.433 p
A,CTE,P_MACT,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.909 	19.451 	29.025 	41.894 	50.165 	73.279 	74.524 	92.351 	92.471 	62.821 	55.87 	70.549 	71.585 	78.38 	97.148 	115.604 	110.958 	89.487 	96.164 	99.157 	117.812 	64.258 p
A,CTE,P_MACT,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.13 	3.308 	: 	2.268 	4.097 	5.665 	5.202 	1.987 	1.969 	0.978 	3.865 	4.799 	0.384 	3.188 	5.886 	1.48 	2.977 p
A,CTE,P_MACT,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.393 	0.097 	0.507 	0.096 	0.764 	0.82 	0.693 	1.224 	1.445 	0.807 	0.744 	: 	0.063 	0.443 	0.965 p
A,CTE,P_MACT,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.892 	1.017 	0.809 	0.863 	0.977 	0.675 	0.746 	0.34 p
A,CTE,P_MACT,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.147 	9.933 	11.981 	14.1 	16.006 	15.913 	20.103 	24.816 	30.215 	25.692 	23.096 	21.859 	19.932 	19.25 	18.33 	17.508 	14.221 	13.694 	13.204 	12.99 	13.643 	11.052 p
A,CTE,P_MHAB,AT	0.265 	0.397 	0.593 	0.992 	1.234 	0.661 	1.15 	0.7 	1.28 	2.183 	2.725 	1.384 	1.164 	1.459 	3.405 	3.787 	3.693 	3.662 	5.185 	6.761 	5.006 	6.56 	12.512 	11.543 	7.408 	12.114 	14.342 	13.335 	5.804 	4.965 	4.912 	6.581 	6.807 	5.325 p
A,CTE,P_MHAB,AU	0.476 	0.469 	0.318 	0.65 	1.027 	0.839 	0.796 	0.871 	1.028 	0.924 	0.762 	0.926 	1.643 	1.179 	1.672 	1.555 	1.022 	2.782 	3.03 	9.456 	5.119 	5.343 	5.553 	4.941 	4.796 	4.771 	3.123 	3.071 	2.733 	3.714 	2.164 	2.26 	3.016 	1.981 p
A,CTE,P_MHAB,BE	0.832 	0.507 	0.507 	0.812 	1.051 	1.643 	2.181 	2.04 	1.688 	1.242 	2.798 	3.705 	3.509 	5.753 	4.594 	7.806 	4.377 	6.838 	5.932 	9.588 	9.291 	8.966 	13.46 	8.939 	12.475 	11.672 	9.568 	11.372 	12.057 	8.825 	8.468 	11.078 	13.141 	12.208 p
A,CTE,P_MHAB,BG	: 	: 	0.112 	: 	: 	: 	: 	: 	0.334 	: 	: 	: 	: 	: 	: 	: 	: 	0.12 	0.121 	: 	: 	0.135 	0.127 	: 	: 	0.217 	: 	0.099 	: 	0.268 	: 	: 	0.136 	: 
A,CTE,P_MHAB,BR	: 	0.016 	: 	: 	: 	0.015 	: 	0.004 	0.014 	0.007 	0.027 	: 	0.007 	0.007 	0.01 	0.006 	0.003 	0.001 	0.018 	0.006 	0.008 	0.02 	0.034 	0.063 	0.031 	0.015 	0.035 	0.034 	0.047 	0.031 	0.038 	0.035 	0.061 	: 
A,CTE,P_MHAB,CA	0.591 	0.543 	0.586 	0.732 	0.996 	1.298 	1.178 	1.033 	0.933 	1.257 	1.127 	1.085 	0.859 	1.893 	2.76 	3.556 	3.667 	5.845 	7.115 	8.437 	9.735 	11.052 	12.738 	12.967 	17.245 	18.964 	14.971 	17.373 	14.161 	15.532 	16.462 	16.413 	14.96 	: 
A,CTE,P_MHAB,CH	3.292 	4.301 	4.629 	2.679 	5.549 	5.479 	5.433 	4.714 	5.076 	8.396 	5.893 	7.216 	8.07 	8.493 	12.355 	7.005 	10.801 	11.198 	14.493 	20.976 	26.216 	24.887 	21.959 	20.687 	23.227 	19.746 	22.546 	19.039 	14.372 	14.173 	17.876 	15.977 	15.37 	13.57 p
A,CTE,P_MHAB,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.501 	: 	: 	0.724 	4.301 	2.835 	1.093 	: 	: 	0.444 	1.319 	1.288 	1.882 	: 	: 	: 	1.155 p
A,CTE,P_MHAB,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.048 	: 	0.218 	0.019 	0.032 	0.146 	0.052 	0.27 	0.155 	0.441 	0.539 	1.059 	0.488 	1.184 	0.48 	0.681 	0.911 	0.698 	0.642 p
A,CTE,P_MHAB,DE	3.757 	4.061 	4.206 	5.324 	5.201 	6.126 	6.28 	6.596 	7.094 	8.055 	7.329 	6.093 	6.369 	5.809 	6.512 	7.291 	10.535 	13.538 	16.962 	19.733 	20.83 	20.141 	19.401 	17.636 	17.26 	14.973 	14.875 	15.814 	13.529 	12.547 	12.694 	12.605 	11.84 	9.195 p
A,CTE,P_MHAB,DK	0.39 	0.39 	0.781 	1.173 	0.391 	1.467 	0.391 	0.488 	2.558 	1.803 	2.921 	1.554 	2.421 	1.762 	1.724 	3.208 	6.808 	5.532 	12.937 	16.928 	18.022 	19.173 	16.364 	18.863 	17.858 	18.406 	16.883 	18.702 	16.184 	17.587 	18.895 	20.163 	17.334 	19.975 p
A,CTE,P_MHAB,EA18	1.482 	1.583 	1.796 	2.005 	1.942 	2.196 	2.531 	2.603 	3.081 	3.341 	3.395 	3.637 	3.941 	4.035 	4.516 	5.196 	6.449 	8.339 	10.156 	12.402 	13.522 	14.261 	13.187 	11.783 	11.426 	10.589 	10.278 	10.109 	8.995 	8.659 	8.081 	8.225 	8.232 	6.66 p
A,CTE,P_MHAB,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.594 	3.894 	3.988 	4.463 	5.136 	6.376 	8.244 	10.042 	12.264 	13.374 	14.106 	13.046 	11.658 	11.307 	10.484 	10.176 	10.01 	8.911 	8.577 	8.005 	8.156 	8.167 	6.605 p
A,CTE,P_MHAB,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.718 	: 	: 	: 	: 	2.182 	0.732 	1.104 	5.294 	5.086 	10.983 	7.674 	6.998 	3.512 	2.015 	2.78 p
A,CTE,P_MHAB,EL	: 	: 	: 	: 	: 	: 	0.101 	0.1 	: 	: 	0.099 	0.195 	0.032 	: 	0.095 	0.19 	0.019 	0.29 	0.405 	0.502 	0.393 	0.533 	0.7 	1.052 	0.686 	0.638 	0.844 	0.401 	0.542 	0.511 	0.384 	0.27 	0.724 	0.416 p
A,CTE,P_MHAB,ES	: 	: 	: 	0.013 	0.079 	0.026 	0.052 	0.026 	0.155 	0.168 	0.283 	0.326 	0.205 	0.447 	0.463 	0.282 	0.35 	0.567 	0.835 	0.902 	1.298 	1.726 	1.644 	1.521 	0.973 	1.248 	1.63 	1.757 	1.956 	2.527 	2.186 	2.235 	2.074 	1.949 p
A,CTE,P_MHAB,EU28	1.112 	1.267 	1.512 	1.664 	1.639 	1.832 	2.069 	2.103 	2.533 	2.787 	2.821 	2.859 	3.317 	3.395 	3.916 	4.617 	5.66 	7.084 	8.623 	10.594 	11.679 	11.657 	10.736 	9.952 	9.625 	9.139 	9.097 	9.174 	8.205 	7.759 	7.451 	7.595 	7.797 	6.118 p
A,CTE,P_MHAB,FI	: 	0.418 	0.208 	: 	0.616 	0.409 	0.204 	1.421 	3.24 	4.239 	7.372 	14.304 	19.354 	19.695 	32.815 	35.77 	51.843 	66.034 	75.295 	109.903 	106.341 	105.155 	99.072 	93.162 	100.199 	90.339 	75.904 	62.947 	53.731 	46.075 	44.5 	42.822 	58.129 	34.192 p
A,CTE,P_MHAB,FR	2.604 	2.865 	3.184 	2.985 	2.697 	2.441 	3.517 	3.478 	4.969 	4.92 	5.434 	5.357 	5.469 	5.958 	5.999 	6.614 	6.852 	9.229 	11.501 	13.587 	14.42 	14.415 	14.337 	14.958 	13.449 	13.215 	13.385 	12.95 	11.687 	12.775 	11.236 	11.2 	11.637 	9.717 p
A,CTE,P_MHAB,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.071 	: 	0.218 	: 	0.441 	: 	: 	0.077 	0.348 	0.077 	0.046 	0.348 	1.062 	0.325 	1.276 	: 	0.425 	: 	0.117 	0.704 p
A,CTE,P_MHAB,HU	: 	0.187 	0.28 	0.093 	0.468 	0.188 	: 	0.094 	0.094 	: 	: 	: 	: 	0.193 	0.168 	0.31 	0.097 	0.226 	0.584 	1.081 	2.006 	1.571 	1.011 	1.909 	1.967 	1.115 	2.747 	2.881 	3.24 	3.005 	3.702 	4.228 	3 	3.159 p
A,CTE,P_MHAB,IE	: 	: 	0.288 	: 	: 	0.988 	0.849 	: 	0.849 	: 	0.57 	1.42 	1.37 	0.21 	1.194 	0.926 	2.174 	3.338 	4.584 	7.13 	6.2 	8.318 	8.085 	4.422 	7.029 	4.738 	7.336 	4.677 	9.337 	7.35 	9.203 	14.15 	6.699 	7.347 p
A,CTE,P_MHAB,IL	0.258 	0.253 	1.062 	1.176 	0.301 	0.742 	1.575 	1.144 	1.502 	2.656 	4.292 	6.136 	7.834 	6.327 	7.497 	9.704 	11.307 	18.611 	22.904 	29.925 	41.012 	34.074 	23.07 	25.683 	27.016 	24.85 	26.105 	19.735 	17.137 	16.986 	20.646 	18.226 	24.778 	12.465 p
A,CTE,P_MHAB,IN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.001 	0.001 	0.001 	0.002 	0.002 	: 	0.002 	0.002 	0.004 	0.005 	0.01 	0.012 	0.024 	0.035 	0.042 	0.036 	0.036 	0.057 	0.042 	0.072 	0.103 	0.096 	0.11 	0.074 p
A,CTE,P_MHAB,IS	: 	: 	: 	5.647 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.163 	11.318 	: 	13.062 	9.264 	26.801 	30.068 	23.58 	11.752 	: 	6.933 	: 	2.827 	: 	3.25 	2.124 	1.159 	1.039 	: 	: 	: 
A,CTE,P_MHAB,IT	0.426 	0.277 	0.318 	0.354 	0.465 	0.61 	0.574 	0.627 	0.615 	0.999 	0.955 	0.771 	1.222 	1.238 	1.122 	1.333 	1.278 	1.374 	1.981 	2.034 	2.612 	2.894 	3.235 	3.678 	3.5 	3.642 	3.245 	3.278 	3.18 	2.482 	2.482 	2.378 	2.403 	1.678 p
A,CTE,P_MHAB,JP	1.31 	1.561 	2.45 	2.864 	3.99 	4.27 	4.13 	5.764 	6.932 	8.774 	11.215 	11.064 	10.056 	10.489 	10.924 	12.467 	15.725 	18.122 	19.447 	22.09 	27.757 	24.528 	27.191 	28.37 	27.797 	22.757 	23.035 	20.355 	19.397 	18.418 	17.763 	18.111 	16.661 	11.529 p
A,CTE,P_MHAB,KR	: 	: 	: 	: 	: 	0.003 	: 	: 	0.071 	0.221 	0.809 	0.878 	1.069 	1.633 	1.956 	2.316 	2.329 	4.943 	7 	6.182 	6.849 	9.631 	16.118 	24.464 	29.916 	32.997 	32.905 	28.463 	21.904 	27.331 	30.154 	27.37 	25.312 	21.909 p
A,CTE,P_MHAB,LI	: 	39.659 	: 	: 	: 	: 	: 	: 	60.258 	35.485 	: 	: 	: 	: 	: 	: 	: 	: 	10.536 	: 	30.839 	17.649 	: 	: 	: 	57.803 	14.325 	28.435 	9.334 	11.239 	: 	27.663 	: 	81.438 p
A,CTE,P_MHAB,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.069 	: 	: 	: 	0.031 	: 	: 	: 	: 	0.238 	: 	: 	0.311 	: 	: 	0.655 	0.932 	0.336 p
A,CTE,P_MHAB,LU	2.751 	: 	2.735 	: 	: 	: 	: 	: 	0.269 	: 	: 	: 	: 	: 	: 	: 	1.215 	9.596 	2.369 	5.85 	5.374 	6.834 	: 	4.461 	13.737 	8.672 	8.527 	2.163 	4.485 	5.735 	7.808 	3.907 	5.24 	3.724 p
A,CTE,P_MHAB,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.095 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.889 	0.224 	: 	0.912 	0.116 	0.825 	0.482 	1.1 	0.988 p
A,CTE,P_MHAB,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.493 	: 	: 	: 	0.244 	: 	: 	: 	: 	: 
A,CTE,P_MHAB,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.534 	: 	: 	: 	: 	0.814 	2.452 	1.63 	: 	: 	: 	: 
A,CTE,P_MHAB,MX	: 	: 	: 	: 	: 	: 	0.03 	: 	: 	: 	: 	: 	0.006 	0.004 	0.015 	: 	: 	0.005 	0.005 	0.03 	0.022 	0.024 	0.013 	0.019 	0.047 	0.006 	0.031 	0.009 	0.004 	0.012 	0.006 	: 	0.009 	0.015 p
A,CTE,P_MHAB,NL	2.342 	2.85 	5.133 	5.126 	4.401 	6.146 	7.812 	8.096 	9.006 	8.59 	7.688 	8.831 	10.3 	11.013 	12.319 	15.862 	19.762 	24.528 	28.827 	36.019 	48.707 	63.807 	41.742 	25.334 	25.635 	21.196 	19.411 	17.67 	16.482 	18.554 	13.386 	13.6 	11.934 	12.66 p
A,CTE,P_MHAB,NO	: 	0.244 	0.487 	: 	0.242 	0.275 	0.642 	0.958 	0.715 	1.58 	0.236 	0.706 	0.936 	0.814 	0.809 	1.15 	3.128 	5.354 	4.595 	7.394 	5.794 	7.143 	7.045 	9.593 	7.602 	6.204 	5.885 	5.208 	4.855 	5.453 	4.391 	6.378 	7.648 	4.902 p
A,CTE,P_MHAB,NZ	: 	0.314 	: 	0.308 	: 	: 	: 	: 	: 	0.298 	: 	0.572 	0.849 	0.84 	0.92 	0.544 	1.072 	1.201 	2.031 	0.782 	2.074 	2.363 	2.702 	3.054 	1.304 	0.593 	1.84 	2.351 	1.075 	0.86 	2.046 	1.387 	2.08 	0.675 p
A,CTE,P_MHAB,PL	: 	: 	: 	: 	0.054 	0.027 	0.027 	: 	0.079 	: 	: 	: 	: 	: 	0.061 	0.013 	: 	0.006 	0.009 	0.006 	0.026 	0.028 	0.071 	0.131 	0.209 	0.451 	0.265 	0.39 	0.339 	0.551 	0.674 	0.601 	0.658 	0.879 p
A,CTE,P_MHAB,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.05 	0.15 	0.111 	0.1 	: 	: 	: 	: 	0.165 	0.032 	0.146 	0.194 	0.216 	0.431 	0.318 	2.513 	1.893 	1.991 	1.055 	0.473 	0.567 	1.025 	0.617 	0.686 p
A,CTE,P_MHAB,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.044 	: 	: 	: 	0.045 	0.031 	0.061 	0.078 	: 	0.094 	0.383 	0.416 	0.375 	0.156 	0.115 	0.183 	0.199 p
A,CTE,P_MHAB,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.007 	: 	0.005 	0.012 	0.013 	0.021 	0.033 	0.05 	0.041 	0.116 	0.065 	0.125 	0.163 	0.092 	0.224 	0.093 	0.106 	0.113 	0.076 	0.086 	0.084 	0.132 	0.301 	0.271 	0.219 p
A,CTE,P_MHAB,SE	1.797 	2.885 	3.505 	2.822 	1.921 	1.438 	2.413 	2.744 	2.52 	4.601 	4.906 	5.702 	11.496 	9.938 	14.658 	21.165 	25.358 	36.771 	37.239 	46.404 	46.891 	32.448 	28.852 	36.46 	36.977 	41 	51.171 	61.377 	59.179 	47.45 	50.945 	52.828 	62.865 	34.399 p
A,CTE,P_MHAB,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.251 	0.251 	: 	: 	0.544 	1.612 	: 	1.102 	2.01 	2.758 	2.506 	1.002 	1.001 	0.499 	1.99 	2.487 	0.197 	1.622 	2.927 	0.73 	1.457 p
A,CTE,P_MHAB,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.185 	0.046 	0.247 	0.046 	0.372 	0.404 	0.341 	0.605 	0.713 	0.404 	0.372 	: 	0.032 	0.222 	0.484 p
A,CTE,P_MHAB,TR	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.037 	0.034 	0.062 	0.037 	0.035 	: 	0.052 	0.08 	0.03 	0.067 	0.29 	0.332 	0.269 	0.294 	0.341 	0.242 	0.27 	0.126 p
A,CTE,P_MHAB,UK	1.014 	1.553 	2.297 	2.573 	2.81 	3.106 	3.294 	3.136 	3.905 	4.513 	4.332 	3.333 	4.526 	4.892 	5.878 	6.92 	7.882 	7.864 	9.965 	12.407 	14.864 	12.662 	11.428 	10.851 	9.922 	9.63 	9.277 	8.854 	7.224 	6.937 	6.672 	6.563 	6.904 	5.602 p
A,CTE,P_MHAB,US	1.193 	1.388 	1.953 	1.915 	2.142 	2.36 	2.504 	2.75 	3.216 	4.29 	4.927 	4.951 	5.675 	6.13 	7.799 	8.647 	10.009 	11.162 	13.698 	15.38 	16.155 	15.852 	16.25 	16.678 	15.416 	14.702 	13.465 	12.028 	10.217 	9.821 	9.715 	11.202 	12.249 	8.868 p
A,CTE,P_MHAB,ZA	: 	0.034 	: 	: 	: 	: 	: 	: 	0.014 	: 	0.027 	0.153 	0.264 	0.031 	0.099 	0.097 	0.008 	0.385 	0.249 	0.294 	0.334 	0.066 	0.195 	0.224 	0.07 	0.035 	0.164 	0.107 	0.08 	0.064 	0.032 	0.096 	0.076 	: 
A,HT,NR,AT	6 	11.5 	14.11 	25.75 	34.05 	36.21 	35.66 	37.5 	40.8 	46.63 	53.06 	55.07 	56.14 	54.26 	76.27 	75.89 	77.9 	87.87 	103.72 	152.45 	149.65 	192.79 	223.44 	242.26 	198.97 	241.01 	305.91 	302.23 	188.81 	217.53 	189.05 	219.47 	231.99 	171.42 p
A,HT,NR,AU	15.83 	25.5 	23.08 	31.5 	48.12 	45.61 	50.58 	67.49 	60.38 	47.85 	59.75 	68.42 	89.7 	76.81 	107.7 	139.61 	95.81 	178.58 	198.43 	371.59 	339.41 	328.59 	327.12 	304.74 	307.7 	285.14 	239.68 	256.81 	214.09 	225.84 	155.37 	177.84 	201.16 	138.29 p
A,HT,NR,BE	21.53 	12.5 	22.33 	28.5 	39.38 	40.4 	40.65 	50.8 	65.67 	52.82 	81.23 	92.48 	99.85 	129.98 	125.54 	165.68 	140.21 	210.91 	255.15 	331.7 	272.2 	295.98 	367.06 	295.94 	342.36 	356.24 	337.54 	358.44 	324.68 	303.91 	285.34 	319.26 	361.14 	321.52 p
A,HT,NR,BG	1 	: 	1 	: 	: 	1 	: 	: 	3 	1 	1 	: 	0.33 	1.13 	: 	1 	0.33 	1 	1.6 	0.51 	1.42 	2.93 	1.5 	2.75 	2.05 	6.17 	8.05 	1.75 	3.83 	3.33 	0.5 	2.25 	6.25 	3.1 p
A,HT,NR,BR	1 	2 	0.17 	: 	2 	2.5 	0.5 	3.83 	2.5 	3.4 	5.67 	0.33 	1.62 	2.64 	3.07 	4.67 	3.07 	11.39 	8.08 	4.64 	12.19 	13.8 	19.69 	21.2 	29.7 	17.25 	21.42 	26.71 	37.69 	26.65 	20.67 	26.22 	34.13 	21.19 p
A,HT,NR,CA	29 	35.13 	47.54 	44.49 	56.81 	75.74 	61.04 	75.36 	72.81 	96.02 	92.26 	96.96 	96.26 	139.4 	189.12 	240.77 	278.95 	392.66 	483.99 	567.04 	612.25 	673.71 	691.75 	758.07 	981.13 	1126.41 	1032.22 	996.06 	912.68 	926.99 	1010.67 	1019.14 	937.83 	704.12 p
A,HT,NR,CH	64.25 	79.62 	80.84 	75.29 	128.92 	114.17 	128.57 	126.48 	163.94 	156.78 	128.47 	151.72 	169.7 	142.97 	189.29 	171.36 	202.84 	277.26 	301.84 	394.2 	485.2 	501.18 	439.86 	378.66 	435.03 	419.27 	384.27 	391.44 	387.72 	356.7 	379.71 	356.92 	369.58 	323.89 p
A,HT,NR,CN_X_HK	: 	: 	: 	: 	0.5 	5 	4.25 	3.02 	2.03 	1.25 	6.39 	4.56 	2.25 	1.98 	3.74 	6.26 	13.75 	12.7 	27.05 	43.94 	109.73 	152.49 	261.64 	371.98 	481.45 	859.39 	1019.79 	1285.06 	1356.84 	1930.51 	1845.08 	2163.57 	2943.57 	2169.82 p
A,HT,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	1 	: 	0.36 	0.5 	4.33 	2 	2.78 	: 	0.46 	0.33 	3 	1 	4 	1 	: 	1 	2 p
A,HT,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.58 	1 	0.67 	1.4 	1.2 	3.09 	5.02 	4.63 	4.95 	7.47 	6.35 	11.52 	13.93 	14.72 	17.62 	16.45 	25.07 	15.29 	15.65 	26.38 	20.54 	22.4 p
A,HT,NR,DE	626.6 	636.63 	657.23 	755.05 	850.83 	922.29 	986.68 	1124.22 	1128.76 	1251.19 	1222.65 	1164.55 	1222.36 	1225.15 	1343.91 	1525.83 	2086.45 	2583.04 	3111.85 	3683.24 	4179.57 	4181.86 	4041.67 	3670.49 	3684.04 	3388.14 	3272.07 	3410.85 	3239.09 	3094.02 	3082.61 	3037.7 	2917.19 	2271.28 p
A,HT,NR,DK	7.17 	9.1 	13.17 	20.67 	13.71 	39.37 	28.53 	32.57 	42.47 	55.67 	60.81 	71.15 	66.77 	85.77 	84.25 	107.21 	123.77 	155.86 	227.23 	246.34 	276.68 	254.2 	256.57 	287.42 	277.84 	259.68 	242.43 	245.13 	244.7 	214.51 	228.8 	263.95 	230.93 	228.31 p
A,HT,NR,EA18	1117.85 	1151.6 	1303.58 	1460.38 	1630.39 	1821.54 	2039.53 	2254.33 	2513.83 	2708.59 	2745.58 	2753.07 	2912.84 	2980.59 	3382.75 	3671.76 	4593.56 	5721.94 	6855.89 	8318.45 	9114.99 	9728.79 	9268.64 	8605.26 	8651.81 	8350.5 	8191 	8167.89 	7912.87 	7826.97 	7577.03 	7701.48 	7603.7 	6108.9 p
A,HT,NR,EA19	1117.85 	1151.6 	1303.58 	1460.38 	1630.39 	1821.54 	2039.53 	2254.33 	2513.83 	2708.59 	2745.58 	2753.07 	2912.84 	2980.59 	3382.85 	3671.76 	4594.06 	5722.27 	6855.89 	8321.45 	9117.02 	9730.19 	9268.97 	8606.93 	8653.35 	8352.3 	8194 	8171.22 	7918.74 	7831.97 	7579.03 	7707.98 	7619.82 	6114.2 p
A,HT,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	0.67 	0.13 	1 	: 	0.33 	1.73 	1.75 	0.17 	4.17 	1.3 	8.1 	2 	4.87 	11.92 	14.3 	17.45 	15.72 	13.38 	14.37 	5.42 	8.32 p
A,HT,NR,EL	: 	0.2 	0.5 	1 	1 	0.5 	3 	2.5 	0.75 	: 	3.67 	4.75 	4.33 	2.17 	3.42 	4.67 	2.73 	6.42 	5.83 	9.68 	12.27 	12.95 	19.68 	22.82 	14.87 	15.19 	13.96 	12.94 	14.42 	11.69 	7.58 	11.25 	15.94 	11.52 p
